question_id,content,canonical_question,starter_answer,category,subcategory,response_type,item_type,language,evidence_reference,source_files,source_sections,readiness_status,metadata_json
ATTACH-00382,"nt après qu’il ait pris connaissance de l'incident de sécurité, prendre des mesures correctives suffisantes pour prévenir ou atténuer les effets négatifs possibles de cet incident. Dans les cas où un incident de sécurité doit être signalé à l'autorité de surveillance, le Data Processor doit coopérer sans délai avec le Data Controller pour recueillir les informations pertinentes demandées et coopérer avec l'autorité de contrôle. Assistance liée aux obligations envers les personnes concernées Le Data Processor doit aider le Data Controller à s'acquitter de ses obligations envers les personnes concernées et l’aider à faciliter l'exercice des droits des personnes concernées tels que les droits de rectification et de suppression des données, la portabilité des données, etc. conformément à la législation applicable en matière de protéction de données.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 10, ""chunks_in_unit"": 15}"
ATTACH-00383,"s tels que les droits de rectification et de suppression des données, la portabilité des données, etc. conformément à la législation applicable en matière de protéction de données. Suppression de données personnelles Si le Data Controller pendant la durée de ce DPA informe le Data Processor que certaines données personnelles doivent être supprimées, le Data Processor doit s'assurer que les données personnelles spécifiques doivent être rapidement détruites, remplacées ou autrement supprimées par le Data Processor. Lorsque le Bon de Commande a été résilié ou a expiré, le Data Processor s'engage à retourner, et / ou supprimer ou détruire toutes les données personnelles couvertes par le Bon de Commande et ce DPA.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 11, ""chunks_in_unit"": 15}"
ATTACH-00384,"ommande a été résilié ou a expiré, le Data Processor s'engage à retourner, et / ou supprimer ou détruire toutes les données personnelles couvertes par le Bon de Commande et ce DPA. Audits Le Data Processor doit s'assurer que le Data Controller a la possibilité de se rendre à l'emplacement du Data Processor, enquêter sur le fait que le Data Processor doit se conformer à toutes les dispositions de ce DPA, du Bon de Commande et de la législation applicable en matière de protection des données (dans le but que tous les Data Processor prennent des mesures de sécurité appropriées afin de protéger les données personnelles). Le sous-traitant a le droit à un remboursement raisonnable de coûts directs et vérifiables des audits 7.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 12, ""chunks_in_unit"": 15}"
ATTACH-00385,"mesures de sécurité appropriées afin de protéger les données personnelles). Le sous-traitant a le droit à un remboursement raisonnable de coûts directs et vérifiables des audits 7. INSTRUCTIONS AU DATA PROCESSOR Sécurité de l'information Le Data Processor est responsable du traitement confidentiel des données personnelles et du fait qu'il a établi, mis en œuvre et maintenu des mesures de sécurité techniques, physiques, administratives et organisationnelles adaptées au risque associé au traitement des données personnelles et relative aux droits et libertés des personnes, des activités du Data Controller, conformément aux instructions du Data Controller. Le Data Processor doit veiller en particulier à ce que les données personnelles soient protégées contre toute menace réelle, suspectée ou anticipée à la sécurité et à l'intégrité des données personnelles telles que la destruction accidentelle ou illicite, la perte ou modification, la divulgation non autorisée ou l’accès aux données personnelles et autres violations des données personnelles.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 13, ""chunks_in_unit"": 15}"
ATTACH-00386,"e la destruction accidentelle ou illicite, la perte ou modification, la divulgation non autorisée ou l’accès aux données personnelles et autres violations des données personnelles. Accès à l'information Le Data Processor veille à ce que chaque personne travaillant sous sa supervision ait uniquement accès à ces données personnelles uniquement sur le principe du « besoin d’en connaître » et uniquement dans le but de remplir ses obligations lors de la fourniture des Services. Entraînement Le personnel du Data Processor qui traite les données personnelles lors de la fourniture des Services doit recevoir une formation appropriée en matière de protection des données, de confidentialité et d'autres exigences en matière de sécurité de l'information. 8. DISPOSITIONS GENERALES Ce DPA restera pleinement en vigueur à compter de la date d'entrée en vigueur du Bon de Commande et jusqu'à la fin de la période du Bon de Commande. 9. DROIT APPLICABLE ET LITIGES Ce DPA sera régi et interprété avec les lois substantielles du pays énoncées dans l'Annexe 1 du Bon de Commande.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 14, ""chunks_in_unit"": 15}"
ATTACH-00387,in de la période du Bon de Commande. 9. DROIT APPLICABLE ET LITIGES Ce DPA sera régi et interprété avec les lois substantielles du pays énoncées dans l'Annexe 1 du Bon de Commande. Tout litige découlant de ou en relation avec ce DPA doit être réglé conformément aux dispositions pertinentes de l'Annexe 1 du Bon de Commande.,,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 15, ""chunks_in_unit"": 15}"
ATTACH-00388,"tradedoubler.com Annexe 2 - ACCORD DE TRAITEMENT DES DONNÉES PERSONNELLES Ce contrat de traitement des données personnelles (le «DPA») doit être interprété comme faisant partie intégrante du Bon de Commande. Dans le cadre de cette DPA, le terme « Data Controller » désigne l'Annonceur et le terme « Data Processor » désigne Tradedoubler. 1. AFFECTATION ET OBJECTIFS DE CE DPA Le provisionnement des Services (tel qu'indiqué dans le Bon de Commande) inclura le traitement des données personnelles pour le compte du Data Controller. Le but de ce DPA est de convenir des droits et obligations des parties en ce qui concerne le traitement de certaines données personnelles et d'autres informations en vertu de la commande de service et de cette DPA. Les données personnelles seront traitées conformément à la loi sur la protection des données applicable, y compris le règlement général de protection des données de l'UE («RGPD») et toute législation ultérieure remplaçant ou complétant ce qui précède.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.pdf - Page 1,DPA_Advertiser_FR_20191016.pdf,Page 1,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 1"", ""unit_index"": 1, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 1}"
ATTACH-00389,"rotection des données applicable, y compris le règlement général de protection des données de l'UE («RGPD») et toute législation ultérieure remplaçant ou complétant ce qui précède. Le Data Processor doit, en sa qualité de Data Processor, traiter les informations relatives aux données personnelles au nom du Data Controller conformément à ce DPA et pendant la durée de ce DPA. 2. L'OBJET ET LA PORTEE DU TRAITEMENT DES DONNEES PERSONNELLES Affiliate Marketing Network : Le but du traitement des données personnelles est de permettre au Data Controller de faire de la publicité via le réseau des éditeurs du Data Processor. White-label partner management solution: Le but du traitement des données personnelles est de permettre au Data Controller de gérer son propre réseau d'éditeurs en utilisant la technologie de suivi du Data Processor, y compris le service de paiement en option.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.pdf - Page 1,DPA_Advertiser_FR_20191016.pdf,Page 1,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 1"", ""unit_index"": 1, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 1}"
ATTACH-00390,"tradedoubler.com 3. CATEGORIES DE PERSONNES CONCERNEES ENREGISTREES Les catégories suivantes de personnes concernées peuvent être incluses dans le traitement en vertu de ce DPA; - les personnes qui demandent activement une redirection vers l'Annonceur 4. CATEGORIES DE DONNEES PERSONNELLES Les catégories suivantes de données personnelles peuvent être traitées dans le cadre de ce DPA; - ID de cookie - Numéro IP - numéro de commande - Coordonnées de l'annonceur telles que le nom, l'adresse e-mail, le numéro de téléphone 5. OBLIGATIONS DU DATA CONTROLLER Général Le Data Controller doit établir des procédures pertinentes pour ses propres activités afin de, par exemple : - valider qu'il existe des motifs juridiques conformément à la législation sur la protection des données pour traiter les données à caractère personnel conformément à l'objectif énoncé à la section 2 ci-dessus; - défendre le droit à l'information et à la transparence des personnes concernées, ainsi que le droit à la suppression des données, etc .;",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.pdf - Page 2,DPA_Advertiser_FR_20191016.pdf,Page 2,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 2}"
ATTACH-00391,"tradedoubler.com - signaler les incidents de données personnelles à l'autorité de surveillance compétente; et - s'assurer que toute personne qui travaille sous la supervision du Data Controller, et qui recevra l'accès aux données personnelles, traite uniquement les données conformément aux instructions spécifiées, sauf disposition contraire stipulée par la loi impérative. Informations au Data Processor Le Data Controller doit immédiatement et par écrit informer le Data Processor de toutes les circonstances qui pourraient impliquer le besoin de modifier la manière dont le Data Processor traite les données personnelles. 6. OBLIGATIONS DU DATA PROCESSOR Mesures de sécurité Le Data Processor mettra en œuvre les mesures techniques et organisationnelles appropriées pour garantir que les données personnelles sont traitées conformément aux exigences de la loi de protection des données applicable, aux conditions du Bon de Commande et à ce DPA.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.pdf - Page 3,DPA_Advertiser_FR_20191016.pdf,Page 3,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 3}"
